sample_id,scenario,num_candidates,num_positive,num_negative,positive_rate,time_s
l_shape_strong_noise_hard_mixed,strong_noise,1500,548,952,0.36533333333333334,0.07911562919616699
l_shape_scene_change_medium_2,scene_change,1437,1286,151,0.894919972164231,0.06958532333374023
l_shape_scene_change_medium_3,scene_change,1495,1306,189,0.8735785953177257,0.07167220115661621
l_shape_scene_change_hard_mixed,scene_change,1500,388,1112,0.25866666666666666,0.07022356986999512
boxes_cylinder_static_noise_medium_2,static_noise,1500,537,963,0.358,0.07897424697875977
boxes_cylinder_static_noise_medium_3,static_noise,1500,539,961,0.35933333333333334,0.07908248901367188
boxes_cylinder_static_noise_hard_mixed,static_noise,1500,652,848,0.43466666666666665,0.07871770858764648
boxes_cylinder_partial_overlap_medium_2,partial_overlap,1500,409,1091,0.27266666666666667,0.07073783874511719
boxes_cylinder_partial_overlap_medium_3,partial_overlap,1500,992,508,0.6613333333333333,0.0693049430847168
boxes_cylinder_partial_overlap_hard_mixed,partial_overlap,1500,151,1349,0.10066666666666667,0.07019376754760742
boxes_cylinder_added_outliers_medium_2,added_outliers,1275,920,355,0.7215686274509804,0.09168291091918945
boxes_cylinder_added_outliers_medium_3,added_outliers,1290,583,707,0.45193798449612405,0.08322930335998535
boxes_cylinder_added_outliers_hard_mixed,added_outliers,1303,462,841,0.3545663852647736,0.08377957344055176
boxes_cylinder_strong_noise_medium_2,strong_noise,1500,436,1064,0.2906666666666667,0.08469247817993164
boxes_cylinder_strong_noise_medium_3,strong_noise,1500,225,1275,0.15,0.08457684516906738
boxes_cylinder_strong_noise_hard_mixed,strong_noise,1500,198,1302,0.132,0.08410882949829102
boxes_cylinder_scene_change_medium_2,scene_change,1426,532,894,0.37307152875175315,0.07360601425170898
boxes_cylinder_scene_change_medium_3,scene_change,1432,1106,326,0.7723463687150838,0.07353353500366211
boxes_cylinder_scene_change_hard_mixed,scene_change,1451,626,825,0.43142660234321156,0.07944178581237793
wall_column_static_noise_medium_2,static_noise,1500,423,1077,0.282,0.0849001407623291
wall_column_static_noise_medium_3,static_noise,1500,858,642,0.572,0.0848686695098877
wall_column_static_noise_hard_mixed,static_noise,1500,481,1019,0.32066666666666666,0.08632707595825195
wall_column_partial_overlap_medium_2,partial_overlap,1500,529,971,0.3526666666666667,0.07551693916320801
wall_column_partial_overlap_medium_3,partial_overlap,1500,1115,385,0.7433333333333333,0.07925176620483398
wall_column_partial_overlap_hard_mixed,partial_overlap,1500,754,746,0.5026666666666667,0.07607078552246094
wall_column_added_outliers_medium_2,added_outliers,1267,918,349,0.7245461720599842,0.08817887306213379
wall_column_added_outliers_medium_3,added_outliers,1273,645,628,0.5066771406127258,0.0987691879272461
wall_column_added_outliers_hard_mixed,added_outliers,1304,249,1055,0.19095092024539878,0.08981180191040039
wall_column_strong_noise_medium_2,strong_noise,1500,955,545,0.6366666666666667,0.11528682708740234
wall_column_strong_noise_medium_3,strong_noise,1500,582,918,0.388,0.08914375305175781
wall_column_strong_noise_hard_mixed,strong_noise,1500,411,1089,0.274,0.09101271629333496
wall_column_scene_change_medium_2,scene_change,1407,821,586,0.5835110163468372,0.07898736000061035
wall_column_scene_change_medium_3,scene_change,1367,502,865,0.3672275054864667,0.07932090759277344
wall_column_scene_change_hard_mixed,scene_change,1419,820,599,0.5778717406624383,0.07865285873413086
real_20260626_143302_palletizer_005_part_2_refined_from_voxel005_easy,real_previous_registration,2000,242,1758,0.121,0.12129664421081543
real_20260626_143302_palletizer_005_part_2_refined_from_voxel005_medium,real_previous_registration,1990,57,1933,0.02864321608040201,0.11418390274047852
real_20260626_143302_palletizer_005_part_2_refined_from_voxel005_hard,real_previous_registration,1478,21,1457,0.014208389715832206,0.10678362846374512
real_20260626_144015_pallet_rack_05_part1_refined_from_voxel005_easy,real_previous_registration,1353,258,1095,0.19068736141906872,0.04513263702392578
real_20260626_144015_pallet_rack_05_part1_refined_from_voxel005_medium,real_previous_registration,1353,12,1341,0.008869179600886918,0.04273271560668945
real_20260626_144015_pallet_rack_05_part1_refined_from_voxel005_hard,real_previous_registration,1353,34,1319,0.025129342202512936,0.042896270751953125
real_20260626_155755_pallet_rack_cluster021_ransac_icp_voxel005_easy,real_previous_registration,1353,658,695,0.48632668144863267,0.06085848808288574
real_20260626_155755_pallet_rack_cluster021_ransac_icp_voxel005_medium,real_previous_registration,721,0,721,0.0,0.03667306900024414
real_20260626_155755_pallet_rack_cluster021_ransac_icp_voxel005_hard,real_previous_registration,1353,280,1073,0.20694752402069475,0.04638218879699707
real_20260626_161831_pallet_rack_cluster021_part1_ransac_icp_voxel005_easy,real_previous_registration,1353,444,909,0.328159645232816,0.04146432876586914
real_20260626_161831_pallet_rack_cluster021_part1_ransac_icp_voxel005_medium,real_previous_registration,952,0,952,0.0,0.03397727012634277
real_20260626_161831_pallet_rack_cluster021_part1_ransac_icp_voxel005_hard,real_previous_registration,1353,363,990,0.2682926829268293,0.04152369499206543
real_20260626_161911_pallet_rack_cluster021_part1_refined_from_voxel005_easy,real_previous_registration,1349,203,1146,0.15048183839881393,0.04145097732543945
real_20260626_161911_pallet_rack_cluster021_part1_refined_from_voxel005_medium,real_previous_registration,1351,375,976,0.27757216876387864,0.0409393310546875
real_20260626_161911_pallet_rack_cluster021_part1_refined_from_voxel005_hard,real_previous_registration,413,0,413,0.0,0.02351856231689453
real_20260626_162437_pallet_rack_cluster022_ransac_icp_voxel005_easy,real_previous_registration,1353,122,1231,0.090169992609017,0.051759958267211914
real_20260626_162437_pallet_rack_cluster022_ransac_icp_voxel005_medium,real_previous_registration,1353,507,846,0.37472283813747226,0.04869389533996582
real_20260626_162437_pallet_rack_cluster022_ransac_icp_voxel005_hard,real_previous_registration,1292,94,1198,0.07275541795665634,0.04707622528076172
real_20260626_163327_pallet_rack_cluster022_part1_ransac_icp_voxel005_easy,real_previous_registration,1055,291,764,0.27582938388625594,0.03746747970581055
real_20260626_163327_pallet_rack_cluster022_part1_ransac_icp_voxel005_medium,real_previous_registration,1302,242,1060,0.1858678955453149,0.03763222694396973
real_20260626_163327_pallet_rack_cluster022_part1_ransac_icp_voxel005_hard,real_previous_registration,848,60,788,0.07075471698113207,0.03108811378479004
real_20260702_150045_table1_cluster018_ransac_icp_voxel005_easy,real_previous_registration,1287,2,1285,0.001554001554001554,0.07788419723510742
real_20260702_150045_table1_cluster018_ransac_icp_voxel005_medium,real_previous_registration,1287,0,1287,0.0,0.0666496753692627
real_20260702_150045_table1_cluster018_ransac_icp_voxel005_hard,real_previous_registration,1287,31,1256,0.024087024087024088,0.06746411323547363
real_20260703_123647_table_metallique_cluster018_ransac_icp_voxel005_easy,real_previous_registration,1837,102,1735,0.05552531301034295,0.09353947639465332
real_20260703_123647_table_metallique_cluster018_ransac_icp_voxel005_medium,real_previous_registration,2000,3,1997,0.0015,0.09434652328491211
real_20260703_123647_table_metallique_cluster018_ransac_icp_voxel005_hard,real_previous_registration,2000,44,1956,0.022,0.09477901458740234
real_20260703_131528_rm00_0260_02_cluster022_part1_ransac_icp_voxel005_easy,real_previous_registration,816,168,648,0.20588235294117646,0.028165578842163086
real_20260703_131528_rm00_0260_02_cluster022_part1_ransac_icp_voxel005_medium,real_previous_registration,881,303,578,0.3439273552780931,0.02659153938293457
real_20260703_131528_rm00_0260_02_cluster022_part1_ransac_icp_voxel005_hard,real_previous_registration,873,77,796,0.0882016036655212,0.02579808235168457
real_20260703_135230_rm00_0260_02_cluster029_full_ransac_icp_voxel005_easy,real_previous_registration,882,645,237,0.7312925170068028,0.03062891960144043
real_20260703_135230_rm00_0260_02_cluster029_full_ransac_icp_voxel005_medium,real_previous_registration,882,162,720,0.1836734693877551,0.028391122817993164
real_20260703_135230_rm00_0260_02_cluster029_full_ransac_icp_voxel005_hard,real_previous_registration,882,259,623,0.29365079365079366,0.02826833724975586
real_20260703_135250_rm00_0260_02_cluster029_full_refined_from_voxel005_easy,real_previous_registration,882,598,284,0.6780045351473923,0.02793288230895996
real_20260703_135250_rm00_0260_02_cluster029_full_refined_from_voxel005_medium,real_previous_registration,882,285,597,0.3231292517006803,0.03353095054626465
real_20260703_135250_rm00_0260_02_cluster029_full_refined_from_voxel005_hard,real_previous_registration,798,10,788,0.012531328320802004,0.02743077278137207
real_20260706_122425_metal_tab2_cluster009_part1_ransac_icp_voxel005_easy,real_previous_registration,1400,197,1203,0.1407142857142857,0.06366300582885742
real_20260706_122425_metal_tab2_cluster009_part1_ransac_icp_voxel005_medium,real_previous_registration,1578,1150,428,0.7287705956907478,0.062068939208984375
real_20260706_122425_metal_tab2_cluster009_part1_ransac_icp_voxel005_hard,real_previous_registration,1776,48,1728,0.02702702702702703,0.07068109512329102
real_20260706_122711_metal_tab2_cluster009_part1_refined_from_identity_easy,real_previous_registration,1791,1195,596,0.6672250139586823,0.06514787673950195
real_20260706_122711_metal_tab2_cluster009_part1_refined_from_identity_medium,real_previous_registration,1791,331,1460,0.18481295365717476,0.07459616661071777
real_20260706_122711_metal_tab2_cluster009_part1_refined_from_identity_hard,real_previous_registration,1753,99,1654,0.05647461494580719,0.06691312789916992
real_20260706_130424_table_cluster004_table1_refined_from_identity_scale1_easy,real_previous_registration,697,643,54,0.9225251076040172,0.03084564208984375
real_20260706_130424_table_cluster004_table1_refined_from_identity_scale1_medium,real_previous_registration,697,55,642,0.07890961262553801,0.024910449981689453
real_20260706_130424_table_cluster004_table1_refined_from_identity_scale1_hard,real_previous_registration,697,230,467,0.3299856527977044,0.026409149169921875
real_20260706_145031_table2_cluster004_table2_refined_from_identity_easy,real_previous_registration,1050,443,607,0.4219047619047619,0.04029083251953125
real_20260706_145031_table2_cluster004_table2_refined_from_identity_medium,real_previous_registration,1050,275,775,0.2619047619047619,0.036164283752441406
real_20260706_145031_table2_cluster004_table2_refined_from_identity_hard,real_previous_registration,1050,172,878,0.16380952380952382,0.03608059883117676
real_20260706_150131_table3_cluster004_table3_refined_from_identity_easy,real_previous_registration,999,76,923,0.07607607607607608,0.0344700813293457
real_20260706_150131_table3_cluster004_table3_refined_from_identity_medium,real_previous_registration,1000,88,912,0.088,0.03210592269897461
real_20260706_150131_table3_cluster004_table3_refined_from_identity_hard,real_previous_registration,996,751,245,0.7540160642570282,0.037725210189819336
real_20260706_153654_table_fanuc_cluster000_table1_refined_from_identity_easy,real_previous_registration,1831,156,1675,0.085199344620426,0.08678364753723145
real_20260706_153654_table_fanuc_cluster000_table1_refined_from_identity_medium,real_previous_registration,1881,307,1574,0.16321105794790006,0.0823824405670166
real_20260706_153654_table_fanuc_cluster000_table1_refined_from_identity_hard,real_previous_registration,1887,300,1587,0.1589825119236884,0.07937741279602051
real_20260706_155439_table_ur10_cluster000_table2_refined_from_identity_easy,real_previous_registration,2000,236,1764,0.118,0.07042813301086426
real_20260706_155439_table_ur10_cluster000_table2_refined_from_identity_medium,real_previous_registration,2000,263,1737,0.1315,0.06657099723815918
real_20260706_155439_table_ur10_cluster000_table2_refined_from_identity_hard,real_previous_registration,2000,458,1542,0.229,0.06666779518127441
real_20260706_163516_mir_charger_cluster025_ransac_icp_voxel005_easy,real_previous_registration,319,40,279,0.12539184952978055,0.015220165252685547
real_20260706_163516_mir_charger_cluster025_ransac_icp_voxel005_medium,real_previous_registration,319,135,184,0.4231974921630094,0.011238574981689453
real_20260706_163516_mir_charger_cluster025_ransac_icp_voxel005_hard,real_previous_registration,317,3,314,0.00946372239747634,0.010691165924072266
real_20260706_163705_mir_charger_cluster025_refined_from_identity_easy,real_previous_registration,319,10,309,0.03134796238244514,0.011325597763061523
real_20260706_163705_mir_charger_cluster025_refined_from_identity_medium,real_previous_registration,319,260,59,0.8150470219435737,0.010822534561157227
real_20260706_163705_mir_charger_cluster025_refined_from_identity_hard,real_previous_registration,319,33,286,0.10344827586206896,0.011085033416748047
real_20260707_154904_ur10_choko_base_cluster016_base_refined_from_center_v2_easy,real_previous_registration,887,33,854,0.03720405862457723,0.046987295150756836
real_20260707_154904_ur10_choko_base_cluster016_base_refined_from_center_v2_medium,real_previous_registration,887,91,796,0.10259301014656144,0.03859710693359375
real_20260707_154904_ur10_choko_base_cluster016_base_refined_from_center_v2_hard,real_previous_registration,887,16,871,0.018038331454340473,0.03618025779724121
